entity_id,entity_table,sid,molecule,pmid,pmcid,doi,title,v1_claimed_evidence_type,v1_grade,v1_claimed_location,v2_proposed_decision,v2_evidence_type,v2_domain_match,v2_in_scope,v2_grade,v2_confidence,v2_passage_kind,v2_grounding_verified,v2_grounding_quote,v2_reason,extractor_model,human_decision,human_curator_id,human_evidence_grade,human_note
152,offtarget_evidence,151,siRNA-mediated,39990870,PMC11842253,10.3389/fmolb.2025.1548582,Distinct roles of Constitutive Photomorphogenesis Protein 1 homolog (COP1) in human hepatocyte models.,transcriptome-level off-target effect,A,Results > Over-representation analyses of transcriptome changes following COP1 suppression in transformed and primary hepatocytes; paragraph 22,reject,lab_knockdown_tool,False,False,NA,0.95,pmc_full_text,False,NONE,"reject: COP1 siRNAs are cell-biology knockdown tools; microarray/transcriptome changes reflect COP1 suppression biology, not unintended oligo off-target effects",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 39990870; reject: COP1 siRNAs are cell-biology knockdown tools; microarray/transcriptome changes reflect COP1 suppression biology, not unintended oligo off-target effects"
153,offtarget_evidence,152,significantly,39011883,PMC11347175,10.1093/nar/gkae624,mRNA-specific readthrough of nonsense codons by antisense oligonucleotides (R-ASOs).,hybridization/mismatch off-target effect,A,Results > Modified R-ASOs retain readthrough activity and reduce mRNA degradation; paragraph 39,reject,on_target_specificity,False,True,NA,0.91,pmc_full_text,False,NONE,"reject: R-ASO study evaluates target-specific nonsense readthrough and on-target specificity; off-target translation errors are background concern, not measured unintended oligo off-target evidence",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 39011883; reject: R-ASO study evaluates target-specific nonsense readthrough and on-target specificity; off-target translation errors are background concern, not measured unintended oligo off-target evidence"
154,offtarget_evidence,153,simulations,39494149,PMC11530825,10.1016/j.omtn.2024.102351,Mechanistic insights into ASO-RNA complexation: Advancing antisense oligonucleotide design strategies.,hybridization/mismatch off-target effect,C,Abstract; paragraph 1,reject,computational_designonly,False,True,NA,0.98,pmc_full_text,False,NONE,reject: ASO-RNA complexation article uses molecular dynamics/design simulations; computational/design-only evidence is excluded,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 39494149; reject: ASO-RNA complexation article uses molecular dynamics/design simulations; computational/design-only evidence is excluded
155,offtarget_evidence,154,significance,39377066,PMC11456559,10.1016/j.omtn.2024.102250,Splice-switching antisense oligonucleotide controlling tumor suppressor REST is a novel therapeutic medicine for neuroendocrine cancer.,hybridization/mismatch off-target effect,C,Results > Screening of REST_SSO; paragraph 6,reject,efficacy_toxicity,False,True,NA,0.92,pmc_full_text,False,NONE,"reject: REST_SSO is tested for target splicing, tumor efficacy, and hepatotoxicity; no observed off-target hybridization or transcriptome result",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 39377066; reject: REST_SSO is tested for target splicing, tumor efficacy, and hepatotoxicity; no observed off-target hybridization or transcriptome result"
156,offtarget_evidence,155,similarity,39126066,PMC11312655,10.3390/ijms25158495,Allele-Selective Thiomorpholino Antisense Oligonucleotides as a Therapeutic Approach for Fused-in-Sarcoma Amyotrophic Lateral Sclerosis.,transcriptome-level off-target effect,C,2. Results > 2.6. Hybridization-Dependent Off-Target Gene Knockdown; paragraph 26,accept,hybridization-dependent off-target gene knockdown,True,True,A,0.96,pmc_full_text,True,"The 5-8-5 AOs, however, led to more off-target gene knockdown for several of the genes tested.",Full-text FUS-ALS therapeutic AO study measured hybridization-dependent off-target gene knockdown by qPCR after AO transfection.,codex_gpt-5.5_manual_agent,accept,ni_jie,A,
157,offtarget_evidence,156,significant,38379891,PMC10878212,10.1177/26331055241233596,Synergistic Effect of an Antisense Oligonucleotide and Small Molecule on Splicing Correction of the Spinal Muscular Atrophy Gene.,transcriptome-level off-target effect,A,Results; paragraph 9,accept,transcriptome-level off-target effect,True,True,A,0.94,pmc_full_text,True,"To determine whether combination treatment exacerbates the off-target effects of the individual compounds, we performed RNA-Seq on transcripts isolated from cells treated with LoA + R and LoA + B (Figure 2A and B).",Full-text SMA Anti-N1 ASO study used RNA-Seq to quantify transcriptome-wide off-target effects for ASO/small-molecule treatments and combinations.,codex_gpt-5.5_manual_agent,accept,ni_jie,A,
158,offtarget_evidence,157,silencing,38214218,PMC10848253,10.1021/acs.molpharmaceut.3c00561,A Modular Albumin-Oligonucleotide Biomolecular Assembly for Delivery of Antisense Therapeutics.,hybridization/mismatch off-target effect,C,Results; Figure 7 caption,reject,delivery_pk,False,True,NA,0.94,pmc_full_text,False,NONE,"reject: albumin-ASO assembly is evaluated for release, trafficking, recycling, and ADAMTS5 target silencing; no observed off-target effect",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 38214218; reject: albumin-ASO assembly is evaluated for release, trafficking, recycling, and ADAMTS5 target silencing; no observed off-target effect"
159,offtarget_evidence,158,siRNA,39321261,PMC11494384,10.1093/bioinformatics/btae577,OligoFormer: an accurate and robust prediction method for siRNA design.,seed-mediated off-target effect,A,3 Results > 3.5 OligoFormer with off-target searching for siRNA design; paragraph 31,reject,computational_designonly,False,True,NA,0.93,pmc_full_text,False,NONE,"reject: computational siRNA design/prediction pipeline; off-target effects are predicted/screened, not observed unintended effects",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 39321261; reject: computational siRNA design/prediction pipeline; off-target effects are predicted/screened, not observed unintended effects"
160,offtarget_evidence,159,siRNA,39189114,PMC11564669,10.1089/nat.2024.0030,Near Sequence Homology Does Not Guarantee siRNA Cross-Species Efficacy.,hybridization/mismatch off-target effect,B,Abstract; paragraph 1,reject,on_target_cross_species_efficacy,False,True,NA,0.88,pmc_full_text,False,NONE,"reject: mismatch conversion assesses cross-species target knockdown potency/efficacy, not unintended off-target effects",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 39189114; reject: mismatch conversion assesses cross-species target knockdown potency/efficacy, not unintended off-target effects"
161,offtarget_evidence,160,siRNA,39066234,PMC11281333,10.3390/v16071072,Inhibition of SARS-CoV-2 Replication by Self-Assembled siRNA Nanoparticles Targeting Multiple Highly Conserved Viral Sequences.,transcriptome-level off-target effect,C,3. Results > 3.1. Design and Verification of siRNAs Targeting Highly Conserved Regions of SARS-CoV-2; paragraph 17,reject,computational_designonly,False,True,NA,0.91,pmc_full_text,False,NONE,reject: SARS-CoV-2 siRNAs were screened for predicted off-target effects and tested for antiviral efficacy; no observed unintended off-target result,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 39066234; reject: SARS-CoV-2 siRNAs were screened for predicted off-target effects and tested for antiviral efficacy; no observed unintended off-target result
162,offtarget_evidence,161,sites,38521952,PMC10961001,10.1186/s13578-024-01206-8,Enhanced bacterial cancer therapy delivering therapeutic RNA interference of c-Myc.,off-target evidence,A,Results > Derivation and stability of recombinant S. typhimurium SL7207; paragraph 9,reject,excluded_shRNA_delivery_efficacy,False,False,NA,0.95,pmc_full_text,False,NONE,reject: bacterial shRNA/RNAi delivery platform and tumor efficacy; shRNA is excluded and no observed oligo off-target evidence,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 38521952; reject: bacterial shRNA/RNAi delivery platform and tumor efficacy; shRNA is excluded and no observed oligo off-target evidence
163,offtarget_evidence,162,siRNAs,38304729,PMC10831156,10.1016/j.omtn.2024.102117,Multispecies-targeting siRNAs for the modulation of JAK1 in the skin.,seed-mediated off-target effect,C,Results > Identification of multispecies-targeting siRNAs that efficiently silence JAK1 across various species; paragraph 8,reject,on_target_cross_species_efficacy,False,True,NA,0.90,pmc_full_text,False,NONE,"reject: multispecies JAK1 siRNAs are evaluated for target silencing/cross-reactive efficacy and design filtering, not observed unintended off-target effects",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 38304729; reject: multispecies JAK1 siRNAs are evaluated for target silencing/cross-reactive efficacy and design filtering, not observed unintended off-target effects"
164,offtarget_evidence,163,silences,39697325,PMC11652358,10.3389/fimmu.2024.1501679,Self-delivering RNAi immunotherapeutic PH-762 silences PD-1 to generate local and abscopal antitumor efficacy.,transcriptome-level off-target effect,A,Results > PH-762 is a stabilized self-delivering siRNA compound designed to potently silence PDCD1 mRNA with high specificity; paragraph 10,accept,hybridization/mismatch off-target validation,True,True,B,0.90,pmc_full_text,True,"The in silico predictions were confirmed experimentally in CD3/CD28 bead-activated human pan T cells, where no off-target silencing GRAMD4 mRNA was observed, such that an IC50 for PH-762 toward GRAMD4 mRNA could not be determined",accept: therapeutic PH-762 siRNA had a predicted sequence-mediated off-target transcript experimentally tested in activated human T cells with no GRAMD4 off-target silencing observed,codex_gpt-5.5_manual_agent,accept,ni_jie,B,
165,offtarget_evidence,164,significant,38750585,PMC11094985,10.1186/s13293-024-00614-2,"Sex-specific impacts of prenatal bisphenol A exposure on genes associated with cortical development, social behaviors, and autism in the offspring's prefrontal cortex.",hybridization/mismatch off-target effect,C,Results > The effects of Sema5a suppression on male cortical development; paragraph 54,reject,excluded_lab_tool_or_non_oligo_biology,False,False,NA,0.96,pmc_full_text,False,NONE,reject: BPA transcriptomics and siRNA-mediated Sema5a knockdown as a lab tool; no therapeutic oligonucleotide off-target evidence,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 38750585; reject: BPA transcriptomics and siRNA-mediated Sema5a knockdown as a lab tool; no therapeutic oligonucleotide off-target evidence
166,offtarget_evidence,165,siRNA,38570783,PMC10988971,10.1186/s12958-024-01204-y,Map-1a regulates Sertoli cell BTB dynamics through the cytoskeletal organization of microtubule and F-actin.,off-target evidence,A,Results > Map1a knockdown (KD) by RNAi perturbs the Sertoli cell TJ barrier due to the disruptive distribution of TJ and basal ES proteins; paragraph 22,reject,excluded_lab_knockdown_tool,False,False,NA,0.95,pmc_full_text,False,NONE,"reject: siRNA is used as an RNAi knockdown tool in Sertoli-cell biology/toxicant injury models, not as therapeutic off-target evidence",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 38570783; reject: siRNA is used as an RNAi knockdown tool in Sertoli-cell biology/toxicant injury models, not as therapeutic off-target evidence"
167,offtarget_evidence,166,significance,38402402,PMC10893712,10.1186/s12935-024-03233-4,Genome-wide CRISPR screen identifies ESPL1 limits the response of gastric cancer cells to apatinib.,off-target evidence,B,Abstract; paragraph 1,reject,excluded_CRISPR_or_small_molecule,False,False,NA,0.97,pmc_full_text,False,NONE,reject: CRISPR screen and apatinib small-molecule off-target biology; siRNA appears only as a lab knockdown reagent,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 38402402; reject: CRISPR screen and apatinib small-molecule off-target biology; siRNA appears only as a lab knockdown reagent
168,offtarget_evidence,167,signaling,38291540,PMC10829393,10.1186/s40164-023-00468-1,GPR68-ATF4 signaling is a novel prosurvival pathway in glioblastoma activated by acidic extracellular microenvironment.,hybridization/mismatch off-target effect,A,Results > Identification of a highly specific GPR68 inhibitor; paragraph 30,reject,excluded_small_molecule_or_lab_tool,False,False,NA,0.96,pmc_full_text,False,NONE,"reject: glioblastoma pathway study uses small-molecule GPR68 inhibitor plus siRNA/CRISPRi lab tools; off-target refers to lorazepam/GPR68, not oligo hybridization",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 38291540; reject: glioblastoma pathway study uses small-molecule GPR68 inhibitor plus siRNA/CRISPRi lab tools; off-target refers to lorazepam/GPR68, not oligo hybridization"
169,offtarget_evidence,168,signatures,39719436,PMC11668898,10.1038/s41419-024-07316-y,Genomic and transcriptomic profiling of radioresistant prostate and head and neck cancers implicate a BAHD1-dependent modification of DNA damage at the heterochromatin.,transcriptome-level off-target effect,B,Abstract; paragraph 1,reject,excluded_non_oligo_transcriptomics,False,False,NA,0.96,pmc_full_text,False,NONE,"reject: cancer radioresistance genomic/transcriptomic profiling and BAHD1 knockdown tool; mismatch refers to DNA repair signatures, not oligo off-target effects",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 39719436; reject: cancer radioresistance genomic/transcriptomic profiling and BAHD1 knockdown tool; mismatch refers to DNA repair signatures, not oligo off-target effects"
170,offtarget_evidence,169,siRNA,39611095,PMC11602746,10.3389/fmicb.2024.1432349,Virus-specific Dicer-substrate siRNA swarms inhibit SARS-CoV-2 infection in TMPRSS2-expressing Vero E6 cells.,off-target evidence,A,"3 Results > 3.4 Inhibition of the productive Fin-3 SARS-CoV-2 infection in VE6-T2 cells by the chimeric, 3′UTR, NSP1, NSP2, and NSP12 DsiRNA swarms; paragraph 29",reject,efficacy_or_background_risk,False,True,NA,0.90,pmc_full_text,False,NONE,"reject: Dicer-substrate siRNA swarms are tested for antiviral efficacy; off-target risk is discussed as background/rationale, not an observed unintended effect",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 39611095; reject: Dicer-substrate siRNA swarms are tested for antiviral efficacy; off-target risk is discussed as background/rationale, not an observed unintended effect"
171,offtarget_evidence,170,siRNAs,39233852,PMC11372813,10.1016/j.omtn.2024.102291,Identification of selective and non-selective C9ORF72 targeting in vivo active siRNAs.,hybridization/mismatch off-target effect,A,Results > C9ORF72 repeat-containing and non-repeat-containing isoforms form nuclear clusters in astrocytes derived from C9-ALS/FTD mice; paragraph 23,reject,on_target_isoform_selectivity,False,True,NA,0.91,pmc_full_text,False,NONE,reject: C9ORF72 siRNAs are evaluated for selective/non-selective target transcript knockdown and disease modification; specificity was not assessed as unintended off-target evidence,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 39233852; reject: C9ORF72 siRNAs are evaluated for selective/non-selective target transcript knockdown and disease modification; specificity was not assessed as unintended off-target evidence
172,offtarget_evidence,171,siRNA,39088581,PMC11293687,10.1371/journal.pone.0308075,Potentiation of anti-angiogenic eNOS-siRNA transfection by ultrasound-mediated microbubble destruction in ex vivo rat aortic rings.,off-target evidence,C,Abstract; paragraph 1,reject,delivery_or_efficacy,False,True,NA,0.89,pmc_full_text,False,NONE,reject: eNOS-siRNA study measures delivery/transfection and anti-angiogenic target knockdown efficacy; off-target appears as general specificity rationale,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 39088581; reject: eNOS-siRNA study measures delivery/transfection and anti-angiogenic target knockdown efficacy; off-target appears as general specificity rationale
173,offtarget_evidence,172,similar,37834294,PMC10573891,10.3390/ijms241914846,Antiviral Efficacy of RNase H-Dependent Gapmer Antisense Oligonucleotides against Japanese Encephalitis Virus.,transcriptome-level off-target effect,A,2. Results > 2.6. In Silico Analysis of the Sequence-Dependent Off-Target Effects of LNA Gapmers; paragraph 17,reject,computational_designonly,False,True,NA,0.91,pmc_full_text,False,NONE,reject: LNA gapmer off-target assessment is database/in silico searching; mismatch experiments support sequence-dependent antiviral on-target mechanism,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 37834294; reject: LNA gapmer off-target assessment is database/in silico searching; mismatch experiments support sequence-dependent antiviral on-target mechanism
174,offtarget_evidence,173,silencing,36576986,PMC10066779,10.1089/nat.2022.0043,Time Is a Critical Factor When Evaluating Oligonucleotide Therapeutics in hERG Assays.,off-target evidence,B,Abstract; paragraph 1,reject,safety_assay_positive_control,False,True,NA,0.86,pmc_full_text,False,NONE,"reject: hERG assay uses anti-hERG siRNA as a time-dependent positive-control model for safety profiling, not observed unintended off-target evidence for a therapeutic oligo",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 36576986; reject: hERG assay uses anti-hERG siRNA as a time-dependent positive-control model for safety profiling, not observed unintended off-target evidence for a therapeutic oligo"
175,offtarget_evidence,174,siRNA,38087193,PMC10718025,10.1186/s12879-023-08870-0,An ncRNA transcriptomics-based approach to design siRNA molecules against SARS-CoV-2 double membrane vesicle formation and accessory genes.,transcriptome-level off-target effect,C,Methods > Off-target minimization; paragraph 17,reject,computational_designonly,False,True,NA,0.95,pmc_full_text,False,NONE,reject: in silico siRNA design/validation pipeline; no administered or observed off-target result,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 38087193; reject: in silico siRNA design/validation pipeline; no administered or observed off-target result
176,offtarget_evidence,175,siRNA,37925520,PMC10625637,10.1038/s41467-023-42714-4,Rational design of a JAK1-selective siRNA inhibitor for the modulation of autoimmunity in the skin.,seed-mediated off-target effect,C,Results > Local administration of si3033 reduces skin infiltration of autoreactive CD8+ T cells and prevents skin depigmentation in a mouse model of vitiligo; paragraph 15,reject,on_target_specificity,False,True,NA,0.90,pmc_full_text,False,NONE,"reject: JAK1 siRNA selectivity against JAK family members measures intended target specificity/signaling efficacy, not unintended siRNA off-target evidence",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 37925520; reject: JAK1 siRNA selectivity against JAK family members measures intended target specificity/signaling efficacy, not unintended siRNA off-target evidence"
177,offtarget_evidence,176,siRNA,37224533,PMC10325888,10.1093/nar/gkad415,Targeted tissue delivery of RNA therapeutics using antibody-oligonucleotide conjugates (AOCs).,hybridization/mismatch off-target effect,A,RESULTS > AOC-mediated activity is amenable to various types of oligonucleotide chemistry; Figure 6. caption,reject,delivery_pkpd_or_target_silencing,False,True,NA,0.89,pmc_full_text,False,NONE,"reject: antibody-oligonucleotide conjugate study reports tissue delivery, PK/PD, and target silencing controls, not observed off-target effects",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 37224533; reject: antibody-oligonucleotide conjugate study reports tissue delivery, PK/PD, and target silencing controls, not observed off-target effects"
178,offtarget_evidence,177,siRNAs,37016578,PMC10188904,10.1016/j.ymthe.2023.03.036,Red blood cell extracellular vesicles deliver therapeutic siRNAs to skeletal muscles for treatment of cancer cachexia.,off-target evidence,A,Results > Intramuscular delivery of siRNAs using RBCEVs is non-toxic and non-inflammatory; paragraph 22,reject,delivery_safety_or_efficacy,False,True,NA,0.90,pmc_full_text,False,NONE,"reject: RBCEV siRNA delivery reports target inhibition, cachexia efficacy, and non-inflammatory safety; no observed unintended off-target result",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 37016578; reject: RBCEV siRNA delivery reports target inhibition, cachexia efficacy, and non-inflammatory safety; no observed unintended off-target result"
179,offtarget_evidence,178,sink,36342214,PMC9806573,10.1093/plcell/koac317,Cucumber STACHYOSE SYNTHASE is regulated by its cis-antisense RNA asCsSTS to balance source-sink carbon partitioning.,hybridization/mismatch off-target effect,B,Abstract; paragraph 1,reject,excluded_endogenous_or_agricultural_RNA,False,False,NA,0.98,pmc_full_text,False,NONE,reject: endogenous plant cis-antisense RNA/RNAi biology is outside therapeutic oligonucleotide scope,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 36342214; reject: endogenous plant cis-antisense RNA/RNAi biology is outside therapeutic oligonucleotide scope
180,offtarget_evidence,179,siRNA,38095348,PMC9946312,10.1080/10717544.2023.2180112,Application of mPEG-CS-cRGD/Bmi-1RNAi-PTX nanoparticles in suppression of laryngeal cancer by targeting cancer stem cells.,off-target evidence,B,Abstract; paragraph 1,reject,delivery_or_efficacy,False,True,NA,0.88,pmc_full_text,False,NONE,"reject: Bmi-1 RNAi/PTX nanoparticle cancer-cell/tumor efficacy; off-target is a delivery rationale, not an observed unintended effect",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 38095348; reject: Bmi-1 RNAi/PTX nanoparticle cancer-cell/tumor efficacy; off-target is a delivery rationale, not an observed unintended effect"
181,offtarget_evidence,180,significant,37901602,PMC10603763manuscript-id: NIHMS1930666,10.3389/freae.2023.1187980,Targeted RNAi screen identifies transcriptional mechanisms that prevent premature degeneration of adult photoreceptors.,off-target evidence,A,Results: > Photoreceptor-specific targeted RNAi screen reveals transcription elongation factors are necessary for age-dependent photoreceptor survival; paragraph 8,reject,excluded_RNAi_screen_lab_tool,False,False,NA,0.97,pmc_full_text,False,NONE,reject: Drosophila targeted RNAi screen uses RNAi as a lab knockdown tool; no therapeutic oligonucleotide off-target evidence,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 37901602; reject: Drosophila targeted RNAi screen uses RNAi as a lab knockdown tool; no therapeutic oligonucleotide off-target evidence
182,offtarget_evidence,181,situ,37745037,PMC10515118,10.3892/etm.2023.12186,lncRNA TINCR promotes the development of cervical cancer via the miRNA‑7/mTOR axis in vitro.,hybridization/mismatch off-target effect,B,Abstract; paragraph 1,reject,excluded_endogenous_lncRNA_miRNA_biology,False,False,NA,0.98,pmc_full_text,False,NONE,"reject: endogenous lncRNA/miRNA cervical-cancer biology; siRNA/ASO are transfection tools, outside therapeutic oligo scope",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 37745037; reject: endogenous lncRNA/miRNA cervical-cancer biology; siRNA/ASO are transfection tools, outside therapeutic oligo scope"
183,offtarget_evidence,182,nusinersen,37724723,PMC10630883,10.15252/emmm.202317683,PRMT inhibitor promotes SMN2 exon 7 inclusion and synergizes with nusinersen to rescue SMA mice.,off-target evidence,B,PubMed abstract,reject,small_molecule_effect_or_efficacy,False,True,NA,0.88,pmc_full_text,False,NONE,"reject: nusinersen is in-scope but the reported minimal off-target transcriptomics concern MS023 PRMT-inhibitor treatment/synergy, not observed oligo off-target evidence",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 37724723; reject: nusinersen is in-scope but the reported minimal off-target transcriptomics concern MS023 PRMT-inhibitor treatment/synergy, not observed oligo off-target evidence"
184,offtarget_evidence,183,silencing,37667354,PMC10476423,10.1186/s12943-023-01846-3,Identification of multidrug chemoresistant genes in head and neck squamous cell carcinoma cells.,off-target evidence,A,Results > Reversal of chemoresistance by siRNA gene silencing; paragraph 11,reject,none,False,False,F,0.98,pmc_full_text,False,NONE,"siRNA is used as a laboratory knockdown/rescue tool for chemoresistance, not a therapeutic oligo off-target result.",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 37667354; siRNA is used as a laboratory knockdown/rescue tool for chemoresistance, not a therapeutic oligo off-target result."
185,offtarget_evidence,184,sites,37552050,PMC10409502,10.7554/eLife.84792,Precision RNAi using synthetic shRNAmir target sites.,seed-mediated off-target effect,A,Results; paragraph 3,reject,none,False,False,F,0.97,pmc_full_text,False,NONE,"ARTi shRNAmir is a loss-of-function target-validation tool; passage discusses engineered shRNA controls, not therapeutic oligo off-target evidence.",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 37552050; ARTi shRNAmir is a loss-of-function target-validation tool; passage discusses engineered shRNA controls, not therapeutic oligo off-target evidence."
186,offtarget_evidence,185,silencing,37432453,PMC10517198,10.1093/plphys/kiad318,G-type receptor-like kinase AsNIP43 interacts with rhizobia effector nodulation outer protein P and is required for symbiosis.,off-target evidence,A,Results > AsNIP43 knockdown impaired rhizobial infection and nodulation while AsNIP43 overexpression increased nodule number; paragraph 24,reject,none,False,False,F,0.99,pmc_full_text,False,NONE,Plant/rhizobial symbiosis RNAi knockdown study; agricultural/plant biology and lab knockdown tool are out of scope.,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 37432453; Plant/rhizobial symbiosis RNAi knockdown study; agricultural/plant biology and lab knockdown tool are out of scope.
187,offtarget_evidence,186,signaling,37274069,PMC10237113,10.3748/wjg.v29.i18.2798,Calcitriol attenuates liver fibrosis through hepatitis C virus nonstructural protein 3-transactivated protein 1-mediated TGF 尾1/Smad3 and NF-魏B signaling pathways.,hybridization/mismatch off-target effect,C,PubMed abstract,reject,none,False,False,F,0.99,pmc_full_text,False,NONE,Calcitriol small-molecule liver fibrosis study with siRNA/plasmid mechanistic tools; no therapeutic oligo off-target evidence.,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 37274069; Calcitriol small-molecule liver fibrosis study with siRNA/plasmid mechanistic tools; no therapeutic oligo off-target evidence.
188,offtarget_evidence,187,signaling,37251692,PMC10220282,10.1016/j.omtn.2023.04.028,Modified ASO conjugates encapsulated with cytidinyl/cationic lipids exhibit more potent and longer-lasting anti-HCC effects.,hybridization/mismatch off-target effect,A,Results > Transcriptomics and proteomics analysis of modified CT102s; paragraph 23,accept,hybridization/mismatch off-target effect,True,True,A,0.93,pmc_full_text,True,"Also, they could interact with other mRNAs via imperfect matches (such as GAS2, POLA2, and LGALS2), thereby downregulating the expression of the related proteins and jointly inducing the apoptotic process of tumor cells (Table S4).",Therapeutic ASO CT102 derivatives were experimentally profiled and showed additional mRNA interactions via imperfect matches.,codex_gpt-5.5_manual_agent,accept,ni_jie,A,
189,offtarget_evidence,188,situ,36831000,PMC9953572,10.3390/biomedicines11020465,Micro Ribonucleic Acid-29a (miR-29a) Antagonist Normalizes Bone Metabolism in Osteogenesis Imperfecta (OI) Mice Model.,hybridization/mismatch off-target effect,B,Abstract; paragraph 1,reject,none,False,False,F,0.95,pmc_full_text,False,NONE,"miR-29a antagonist was delivered by lentiviral vector as proof-of-concept; passage reports efficacy/toxicity, not unintended off-target evidence.",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 36831000; miR-29a antagonist was delivered by lentiviral vector as proof-of-concept; passage reports efficacy/toxicity, not unintended off-target evidence."
190,offtarget_evidence,189,signaling,36618268,PMC9813581,10.1016/j.omtn.2022.12.008,Chemically modified small interfering RNA targeting Hedgehog signaling pathway for rheumatoid arthritis therapy.,seed-mediated off-target effect,A,Results > Off-target effect analysis; paragraph 18,accept,transcriptome-level off-target effect,True,True,A,0.90,pmc_full_text,True,"As the RNA-seq results demonstrated, the off-target rate of si-S1A3-Chol was less than that of naked siRNA, which usually ranges from 5% to 80%.",Therapeutic chemically modified anti-SMO siRNA includes RNA-seq-based observed off-target-rate analysis.,codex_gpt-5.5_manual_agent,accept,ni_jie,A,
191,offtarget_evidence,190,siRNA,35917865,PMC10281028manuscript-id: NIHMS1882446,10.1016/j.jconrel.2022.07.041,Engineered ionizable lipid siRNA conjugates enhance endosomal escape but induce toxicity in vivo.,hybridization/mismatch off-target effect,A,Results > DLin-MC3-DMA conjugate enhances tissue retention and promotes broad distribution; paragraph 28,reject,none,False,True,F,0.96,pmc_full_text,False,NONE,"Passage is about siRNA conjugate endosomal escape, tissue distribution, efficacy, and toxicity; no observed unintended sequence off-target evidence.",codex_gpt-5.5_manual_agent,reject,ni_jie,C,"Reject: PMID 35917865; Passage is about siRNA conjugate endosomal escape, tissue distribution, efficacy, and toxicity; no observed unintended sequence off-target evidence."
192,offtarget_evidence,191,siRNA,35737426,PMC9516055,10.1093/toxsci/kfac067,"Preclinical Toxicological Assessment of A Novel siRNA, SLN360, Targeting Elevated Lipoprotein (a) in Cardiovascular Disease.",transcriptome-level off-target effect,C,RESULTS > SLN360 Specifically Downregulates LPA in Primary Hepatocytes; paragraph 28,reject,none,False,True,F,0.94,pmc_full_text,False,NONE,SLN360 passage reports no relevant off-target effects and design filtering; absence/design specificity is not observed unintended off-target evidence.,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 35737426; SLN360 passage reports no relevant off-target effects and design filtering; absence/design specificity is not observed unintended off-target evidence.
193,offtarget_evidence,192,sites,36511872,PMC9825156,10.1093/nar/gkac1108,G-rich motifs within phosphorothioate-based antisense oligonucleotides (ASOs) drive activation of FXN expression through indirect effects.,transcriptome-level off-target effect,A,RESULTS > Indirect FXN activation is unlikely to be mediated by a mutual hybridization-dependent off-target transcript; paragraph 49,accept,transcriptome-level off-target effect,True,True,A,0.94,pmc_full_text,True,"RNA sequencing analyses showed that the two ASOs induced similar transcriptome-wide changes, which did not resemble the transcriptome of wild-type cells.",Therapeutic ASO candidates showed transcriptome-wide indirect/off-target changes by RNA-seq.,codex_gpt-5.5_manual_agent,accept,ni_jie,C,Grade adjusted A->C: PMID 36511872; weak/generic or abstract-limited support for transcriptome-level off-target effect.
