pmid,source_type,reuse_category,license_status,priority,query_label,score,title,journal,publication_year
36658480,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Contribution of RdDM to the ecotype-specific differential methylation on conserved as well as highly variable regions between Arabidopsis ecotypes.,BMC Genomics,2023
36655939,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Next steps for the optimization of exon therapy for Duchenne muscular dystrophy.,Expert Opin Biol Ther,2023
36653941,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Self-Assembly of Multivalent Aptamer-Tethered DNA Monolayers Dedicated to a Fluorescence Polarization-Responsive Circular Isothermal Strand Displacement Amplification for Salmonella Assay.,Anal Chem,2023
36653113,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Unlocking the potential of chemically modified peptide nucleic acids for RNA-based therapeutics.,RNA,2023
36651835,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Sensitive Small Molecule Aptasensing based on Hybridization Chain Reaction and CRISPR/Cas12a Using a Portable 3D-Printed Visualizer.,ACS Sens,2023
36651344,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,"Unlike RNA-TBA (rTBA), iso-rTBA, the 2'-5'-linked RNA-thrombin-binding aptamer, is a functional equivalent of TBA.",Chem Commun (Camb),2023
36650703,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Tumorigenic activation around HPV integrated sites in head and neck squamous cell carcinoma.,Int J Cancer,2023
36648428,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,A simple and programmable dual-mode aptasensor for the ultrasensitive detection of multidrug-resistant bacteria.,Biomater Sci,2023
36647749,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,"Collection, nucleic acid release, amplification, and visualization platform for rapid field detection of rice false smut.",Lab Chip,2023
36633099,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Functional and regulatory impact of chimeric RNAs in human normal and cancer cells.,Wiley Interdiscip Rev RNA,2023
36623460,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,A label-free fluorescent aptasensor based on a novel exponential rolling circle amplification for highly sensitive ochratoxin A detection.,Food Chem,2023
36622303,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,A Telomerase-Activated Magnetic Resonance Imaging Probe for Consecutively Monitoring Tumor Growth Kinetics and In Situ Screening Inhibitors.,J Am Chem Soc,2023
36618268,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Chemically modified small interfering RNA targeting Hedgehog signaling pathway for rheumatoid arthritis therapy.,Mol Ther Nucleic Acids,2023
36614194,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Target-Specific Nanoparticle Polyplex Down-Regulates Mutant Kras to Prevent Pancreatic Carcinogenesis and Halt Tumor Progression.,Int J Mol Sci,2023
36610257,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,A fluorescence aptasensor based on hybridization chain reaction for simultaneous detection of T-2 toxins and zearalenone(1).,Talanta,2023
36608275,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Inducible Degradation of Oncogenic Nucleolin Using an Aptamer-Based PROTAC.,J Med Chem,2023
36604576,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026,0,Long-term presence of autoantibodies in plasma of cured leprosy patients.,Sci Rep,2023
36602087,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026,0,Deletion induced splicing in RIC3 drives nicotinic acetylcholine receptor regulation with implications for endoplasmic reticulum stress in human astrocytes.,Glia,2023
36599397,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Targeting BRD4 and PI3K signaling pathways for the treatment of medulloblastoma.,J Control Release,2023
36597903,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Virtual screening of truncated single stranded DNA aptamers for Staphylococcal enterotoxin type A.,J Biomol Struct Dyn,2023
36585172,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Drugs Showing Real-world Efficacy for Nocturia in Patients With Bladder Storage Symptoms.,Anticancer Res,2023
36584966,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026,0,Results of Excimer Laser Ablation Combined with Drug-Coated Balloon for Atherosclerotic Obliterans of Lower Extremity and Risk Factors for Loss of Primary Patency.,Ann Vasc Surg,2023
36583853,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Small molecule-mediated disruption of ribosome biogenesis synergizes with FGFR inhibitors to suppress glioma cell growth.,Neuro Oncol,2023
36576645,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026,0,A case of severe increase of liver enzymes in a ATTRv patient after one year of inotersen treatment.,Neurol Sci,2023
36544030,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Fabrication of a novel electrochemical biosensor based on a molecular imprinted polymer-aptamer hybrid receptor for lysozyme determination.,Anal Bioanal Chem,2023
36529281,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026,0,A lncRNA MALAT1 is a positive regulator of RhoA protein expression in bronchial smooth muscle cells.,Life Sci,2023
36528432,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,Emergency arterial switch: Rescue therapy for life-threatening hypoxemia in infants with transposition of great arteries with intact intraventricular septum.,J Thorac Cardiovasc Surg,2023
36527705,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,"Bacteria-mediated RNAi for managing fall webworm, Hyphantria cunea: screening target genes and analyzing lethal effect.",Pest Manag Sci,2023
36525882,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026,0,Inflammatory markers in cerebrospinal fluid of paediatric spinal muscular atrophy patients receiving nusinersen treatment.,Eur J Paediatr Neurol,2023
36525140,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,"Characteristics of Patients with Hereditary Transthyretin Amyloidosis-Polyneuropathy (ATTRv-PN) in NEURO-TTRansform, an Open-label Phase 3 Study of Eplontersen.",Neurol Ther,2023
36524395,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026,0,Nucleic acid-based artificial nanocarriers for gene therapy.,J Mater Chem B,2023
36521660,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Fibroblast Activation Protein Activates Macrophages and Promotes Parenchymal Liver Inflammation and Fibrosis.,Cell Mol Gastroenterol Hepatol,2023
36513274,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,"Molting-related proteases in the brown planthopper, Nilaparvata lugens.",Insect Biochem Mol Biol,2023
36508087,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Ckb and Ybx2 interact with Ribc2 and are necessary for the ciliary beating of multi-cilia.,Genes Genomics,2023
36503531,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,"Mechanistic effects of microwave radiation on pupal emergence in the leafminer fly, Liriomyza trifolii.",Bull Entomol Res,2023
36479957,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Metabolic reprogramming of Helicoverpa armigera larvae by HearNPV facilitates viral replication and host immune suppression.,Mol Ecol,2023
36453228,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,T Cell Responses to Dystrophin in a Natural History Study of Duchenne Muscular Dystrophy.,Hum Gene Ther,2023
36449102,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Is influenza vaccination associated with nephrotic syndrome relapse in children? A multicenter prospective study.,Pediatr Nephrol,2023
36446522,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Drosophila pVALIUM10 TRiP RNAi lines cause undesired silencing of Gateway-based transgenes.,Life Sci Alliance,2023
36436743,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Sustained delivery of CpG oligodeoxynucleotide by acetalated dextran microparticles augments effector response to Computationally Optimized Broadly Reactive Antigen (COBRA) influenza hemagglutinin.,Int J Pharm,2023
36436570,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Use of vivo-morpholinos for gene knockdown in the postnatal shark retina.,Exp Eye Res,2023
36426572,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Loss of heterozygosity leading to incorrect HLA typing for platelet-transfusion refractory patient.,Transfusion,2023
36423872,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026,0,Substituting racemic ionizable lipids with stereopure ionizable lipids can increase mRNA delivery.,J Control Release,2023
36409820,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Biological and genetic therapies for the treatment of Duchenne muscular dystrophy.,Expert Opin Biol Ther,2023
36404682,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,High expression of IGHG1 promotes breast cancer malignant development by activating the AKT pathway.,Cell Cycle,2023
36402191,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026,0,Hepatocyte Kctd17 Inhibition Ameliorates Glucose Intolerance and Hepatic Steatosis Caused by Obesity-induced Chrebp Stabilization.,Gastroenterology,2023
36401033,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Peptide-Conjugated PMOs for the Treatment of Myotonic Dystrophy.,Methods Mol Biol,2023
36401026,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Restoring Dystrophin Expression by Skipping Exons 6 and 8 in Neonatal Dystrophic Dogs.,Methods Mol Biol,2023
36380168,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,CNS Delivery of Nucleic Acid Therapeutics: Beyond the Blood-Brain Barrier and Towards Specific Cellular Targeting.,Pharm Res,2023
36379195,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,An electrochemical apta-assay based on hybridization chain reaction and aflatoxin B1-driven Ag-DNAzyme as amplification strategy.,Bioelectrochemistry,2023
36379140,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Surface modification of poly(styrene) 96-well plates using aptamers via a dendrimer-templated strategy to enhance ELISA performances.,Colloids Surf B Biointerfaces,2023
36376716,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Dual-signal output fluorescent aptasensor based on DNA programmability and gold nanoflowers for multiple mycotoxins detection.,Anal Bioanal Chem,2023
36367676,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,GBP5 exacerbates rosacea-like skin inflammation by skewing macrophage polarization towards M1 phenotype through the NF-κB signalling pathway.,J Eur Acad Dermatol Venereol,2023
36358091,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,A stimuli-responsive colorimetric aptasensor based on the DNA hydrogel-coated MOF for fumonisin B(1) determination in food samples.,Food Chem,2023
36353988,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Ex Vivo Modeling of the PC (Protein C) Pathway Using Endothelial Cells and Plasma: A Personalized Approach.,Arterioscler Thromb Vasc Biol,2023
36343628,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Tegument protein UL21 of alpha-herpesvirus inhibits the innate immunity by triggering CGAS degradation through TOLLIP-mediated selective autophagy.,Autophagy,2023
36336043,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,PMo(12) as a redox mediator for bio-reduction of Cr(VI): Promotor or inhibitor?,Sci Total Environ,2023
36334231,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026,0,Downregulation of miR-671-5p promotes IL-10 mRNA increase in porcine moDCs stimulated with the probiotic BB12.,Mol Biol Rep,2023
36316446,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026,0,Taylor Dispersion Analysis to support lipid-nanoparticle formulations for mRNA vaccines.,Gene Ther,2023
36308842,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Effects of DNA degradation and genotype imputation on high-density SNP microarray in pairwise kinship analysis.,Leg Med (Tokyo),2023
36306888,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Non-additive mixture effects of benzo[a]pyrene and pesticides in vitro and in vivo: Role of AhR signaling.,Environ Pollut,2023
36303385,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Combining nanoflares biosensor and mathematical resolution technique for multi-class mycotoxin analysis in complex food matrices.,Food Chem,2023
36282232,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Investigation of a failed DNA assay leads to identification of an unexpected contaminant in a commonly used chromatography buffer.,Biotechnol Prog,2023
36263776,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Factor XI inhibitors: cardiovascular perspectives.,Eur Heart J,2023
36260242,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026,0,Alternative antiviral approaches to combat influenza A virus.,Virus Genes,2023
36250252,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026,0,"Small interfering RNA: Discovery, pharmacology and clinical development-An introductory review.",Br J Pharmacol,2023
36240297,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Targeting the contact system in a rabbit model of extracorporeal membrane oxygenation.,Blood Adv,2023
36229611,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,The role of transposon inverted repeats in balancing drought tolerance and yield-related traits in maize.,Nat Biotechnol,2023
36190930,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Targeting Tumor Hypoxia Inhibits Aggressive Phenotype of Dedifferentiated Thyroid Cancer.,J Clin Endocrinol Metab,2023
36179718,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Circumferential suture delivery method of polyglycolic acid sheets for gastric postendoscopic submucosal dissection ulcers.,Endoscopy,2023
36162265,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,A novel method for detection of ochratoxin A in foods-Co-MOFs based dual signal ratiometric electrochemical aptamer sensor coupled with DNA walker.,Food Chem,2023
36156784,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Aptasensor for Impedimetric Detection of Lysozyme.,Methods Mol Biol,2023
36155286,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Dual-color aggregation-induced emission nanoparticles for simultaneous lateral flow immunoassay of nitrofuran metabolites in aquatic products.,Food Chem,2023
36152285,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,"Peptide Microarray-Based Protein Interaction Studies Across Affinity Ranges: Enzyme Stalling, Cross-Linking, Depletion, and Neutralization.",Methods Mol Biol,2023
36150591,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Assessment and optimization of As(V) adsorption on hydrogel composite integrating chitosan-polyvinyl alcohol and Fe(3)O(4) nanoparticles and evaluation of their regeneration and reusable capabilities in aqueous media.,Sci Total Environ,2023
36113988,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Comprehensive RNA and protein functional assessments contribute to the clinical interpretation of MSH2 variants causing in-frame splicing alterations.,J Med Genet,2023
36098515,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026,0,Inhibitor of NF-κB Kinase Subunit ε Contributes to Neuropsychiatric Manifestations in Lupus-Prone Mice Through Microglial Activation.,Arthritis Rheumatol,2023
36096008,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Aptasensing a class of small molecules based on split aptamers and hybridization chain reaction-assisted AuNPs nanozyme.,Food Chem,2023
36055149,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Taking glucose as intermediate bridge-signal-molecule for on-site and convenient detection of ochratoxin A in rice with portable glucose meter.,Food Chem,2023
36008132,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026,0,Coexisting autoantibodies against transcription factor Sp4 are associated with decreased cancer risk in patients with dermatomyositis with anti-TIF1γ autoantibodies.,Ann Rheum Dis,2023
35999139,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026,0,Angiopoietin-like 3: An important protein in regulating lipoprotein levels.,Best Pract Res Clin Endocrinol Metab,2023
35986996,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,"Artificial clickase-triggered fluorescence ""turn on"" based on a click bio-conjugation strategy for the immunoassay of food allergenic protein.",Food Chem,2023
35978235,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Exposure assessment for pesticide residues in agricultural products consumed in the Republic of Korea during 2016-2020.,Environ Sci Pollut Res Int,2023
35933847,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,A convenient and economical strategy for multiple-target electrochemiluminescence detection using peroxydisulfate solution.,Talanta,2023
35871406,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026,0,Microsatellite instability in the high-grade dysplasia component of duodenal adenoma is associated with progression to adenocarcinoma.,Surg Today,2023
35733354,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,N(6) -methyladenosine-modified circRNA RERE modulates osteoarthritis by regulating β-catenin ubiquitination and degradation.,Cell Prolif,2023
35728579,literature_discovery,derived_annotations_only,abstract_metadata_only,core,chemical_modification_oligo_safety_2023_2026,0,MicroRNA-155-5p Aggravates Adriamycin-Induced Focal Segmental Glomerulosclerosis through Targeting Nrf2.,Nephron,2023
35680378,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,RNAi-Based Therapeutics and Novel RNA Bioengineering Technologies.,J Pharmacol Exp Ther,2023
35426180,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Development of aptamer-based ELISA method for d-dimer detection.,Biotechnol Appl Biochem,2023
34895068,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Design of a protein-targeted DNA aptamer using atomistic simulation.,J Biomol Struct Dyn,2023
34716527,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026,0,The H3K27 demethylase controls the lateral line embryogenesis of zebrafish.,Cell Biol Toxicol,2023
39439817,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026,0,The roadmap towards cure of chronic hepatitis B virus infection.,J R Soc N Z,2022
39086976,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Novel modular chimeric antigen receptor spacer for T cells derived from signal regulatory protein alpha Ig-like domains.,Front Mol Med,2022
38069738,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Tailoring Design of Nanomaterials and Systems to Individualize Patient Treatments.,Chimia (Aarau),2022
37274902,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Nasal Administration of M2e/CpG-ODN Encapsulated in N-Trimethyl Chitosan (TMC) Significantly Increases Specific Immune Responses in a Mouse Model.,Arch Razi Inst,2022
36883148,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Relation between Serological Findings and Expression of IL-1β and IL-6 genes in Patients Infected with Mycobacterium Tuberculosis in Iraq.,Arch Razi Inst,2022
36612158,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Nanoparticles and Nanomaterials-Based Recent Approaches in Upgraded Targeting and Management of Cancer: A Review.,Cancers (Basel),2022
36601302,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,AUF-1 knockdown in mice undermines gut microbial butyrate-driven hypocholesterolemia through AUF-1-Dicer-1-mir-122 hierarchy.,Front Cell Infect Microbiol,2022
36575422,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Bioinformatic analysis and preliminary validation of potential therapeutic targets for COVID-19 infection in asthma patients.,Cell Commun Signal,2022
36555721,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Histological Methods to Assess Skeletal Muscle Degeneration and Regeneration in Duchenne Muscular Dystrophy.,Int J Mol Sci,2022
36552634,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,NRF2/Itaconate Axis Regulates Metabolism and Inflammatory Properties of T Cells in Children with JIA.,Antioxidants (Basel),2022
36551964,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,GTP-Binding Protein 1-Like (GTPBP1l) Regulates Vascular Patterning during Zebrafish Development.,Biomedicines,2022
36551045,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,"Detection of Emerging Pollutants Using Aptamer-Based Biosensors: Recent Advances, Challenges, and Outlook.",Biosensors (Basel),2022
36539813,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Fusobacterium nucleatum triggers proinflammatory cell death via Z-DNA binding protein 1 in apical periodontitis.,Cell Commun Signal,2022
36537981,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Genetic-Based Treatment Strategies for Muscular Dystrophy and Congenital Myopathies.,Continuum (Minneap Minn),2022
36527051,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,A real-world economic analysis of biologic therapies for psoriatic arthritis in Italy: results of the CHRONOS observational longitudinal study.,BMC Health Serv Res,2022
36524831,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Ensemble Modified Aptamer Based Pattern Recognition for Adaptive Target Identification.,Nano Lett,2022
36511348,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Keggin Cluster Modulated Photocatalytic Activity of Aryl Sulfonium Polyoxometalate Hybrids toward Dichromate Reduction.,Langmuir,2022
36509716,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Thermodynamics and Kinetics of Unfolding of Antiparallel G-Quadruplexes in Anti-Thrombin Aptamers.,Biochemistry (Mosc),2022
36508287,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Isolation of Bacteria Aptamers with Non-SELEX for the Development of a Highly Sensitive Colorimetric Assay Based on Dual Signal Amplification.,J Agric Food Chem,2022
36500686,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Aptamers Regulating the Hemostasis System.,Molecules,2022
36500416,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Quantum Dot Nanobeads as Multicolor Labels for Simultaneous Multiplex Immunochromatographic Detection of Four Nitrofuran Metabolites in Aquatic Products.,Molecules,2022
36499249,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Properties and Potential Antiproliferative Activity of Thrombin-Binding Aptamer (TBA) Derivatives with One or Two Additional G-Tetrads.,Int J Mol Sci,2022
36497066,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,"The Revelation of Continuously Organized, Co-Overexpressed Protein-Coding Genes with Roles in Cellular Communications in Breast Cancer.",Cells,2022
36484245,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,An electrochemical biosensor for the detection of aflatoxin B1 based on the specific aptamer and HCR biological magnification.,Anal Methods,2022
36483949,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Leaf rolling in bread wheat (Triticum aestivum L.) is controlled by the upregulation of a pair of closely linked/duplicate zinc finger homeodomain class transcription factors during moisture stress conditions.,Front Plant Sci,2022
36458209,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Mutant huntingtin messenger RNA forms neuronal nuclear clusters in rodent and human brains.,Brain Commun,2022
36457701,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,A terminal functionalization strategy reveals unusual binding abilities of anti-thrombin anticoagulant aptamers.,Mol Ther Nucleic Acids,2022
36439857,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026,0,Transcriptomic and phenotype analysis revealed the role of rpoS in stress resistance and virulence of pathogenic Enterobacter cloacae from Macrobrachium rosenbergii.,Front Microbiol,2022
36434595,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Genes related to allergen exposure in allergic rhinitis: a gene-chip-based study in a mouse model.,BMC Med Genomics,2022
36433951,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_safety_broad_2010_2026,0,Restoring cellular magnesium balance through Cyclin M4 protects against acetaminophen-induced liver damage.,Nat Commun,2022
