id,queue_id,pmid,doi,evidence_domain,candidate_modality,source_location,matched_terms,candidate_signal,suggested_evidence_grade,confidence_label,validation_status,curator_decision,redistribution_level,source_title
3739,9063,40463820,10.3762/bjnano.16.57,delivery,ASO/siRNA,PubMed abstract sentence 4,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Serum heat inactivation diminishes ApoE-mediated uptake of D-Lin-MC3-DMA lipid nanoparticles.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Serum heat inactivation diminishes ApoE-mediated uptake of D-Lin-MC3-DMA lipid nanoparticles.
3740,9068,40459028,10.1021/acsnano.4c18274,delivery,ASO/siRNA,PubMed abstract sentence 1,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Structure and Morphology of Lipid Nanoparticles for Nucleic Acid Drug Delivery: A Review.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Structure and Morphology of Lipid Nanoparticles for Nucleic Acid Drug Delivery: A Review.
3742,9072,40457499,10.1186/s40035-025-00486-5,assay,ASO/siRNA,PubMed abstract sentence 5,screen;model,"assay candidate; matched derived terms: screen, model; source title: A genome-wide RNA interference screening reveals protectiveness of SNX5 knockdown in a Parkinson's disease cell model.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,A genome-wide RNA interference screening reveals protectiveness of SNX5 knockdown in a Parkinson's disease cell model.
3744,9076,40454419,10.1016/j.omtm.2025.101470,delivery,ASO/siRNA,PubMed abstract sentence 1,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Serum factors create species-specific barriers to hepatic gene transfer by lipid nanoparticles in liver-humanized mice.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Serum factors create species-specific barriers to hepatic gene transfer by lipid nanoparticles in liver-humanized mice.
3750,9088,40433119,10.2147/IJN.S510514,delivery,siRNA,PubMed abstract sentence 11,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Lipid-Coated Ag@MnO(2) Core-Shell Nanoparticles for Co-Delivery of Survivin siRNA in Breast Tumor Therapy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Lipid-Coated Ag@MnO(2) Core-Shell Nanoparticles for Co-Delivery of Survivin siRNA in Breast Tumor Therapy.
3751,9089,40433119,10.2147/IJN.S510514,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Lipid-Coated Ag@MnO(2) Core-Shell Nanoparticles for Co-Delivery of Survivin siRNA in Breast Tumor Therapy.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Lipid-Coated Ag@MnO(2) Core-Shell Nanoparticles for Co-Delivery of Survivin siRNA in Breast Tumor Therapy.
3752,9092,40425752,10.1038/s41598-025-03309-9,delivery,ASO/siRNA,PubMed abstract sentence 1,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Laminar fluid ejection device enables high yield and preservation of mRNA and SaRNA LNP formulations.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Laminar fluid ejection device enables high yield and preservation of mRNA and SaRNA LNP formulations.
3754,9096,40425136,10.1016/j.cca.2025.120387,assay,siRNA,PubMed abstract sentence 1,assay;screen,"assay candidate; matched derived terms: assay, screen; source title: MUC1 as a diagnostic biomarker and siRNA-based therapeutic target in breast cancer: A clinical chemistry perspective.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,MUC1 as a diagnostic biomarker and siRNA-based therapeutic target in breast cancer: A clinical chemistry perspective.
3755,9099,40422763,10.3390/membranes15050153,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Mesoscopic Structure of Lipid Nanoparticles Studied by Small-Angle X-Ray Scattering: A Spherical Core-Triple Shell Model Analysis.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Mesoscopic Structure of Lipid Nanoparticles Studied by Small-Angle X-Ray Scattering: A Spherical Core-Triple Shell Model Analysis.
3757,9101,40422763,10.3390/membranes15050153,benchmark,ASO/siRNA,PubMed abstract sentence 7,model;tool,"benchmark candidate; matched derived terms: model, tool; source title: Mesoscopic Structure of Lipid Nanoparticles Studied by Small-Angle X-Ray Scattering: A Spherical Core-Triple Shell Model Analysis.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Mesoscopic Structure of Lipid Nanoparticles Studied by Small-Angle X-Ray Scattering: A Spherical Core-Triple Shell Model Analysis.
3761,9115,40409482,10.1016/j.ymeth.2025.05.007,delivery,ASO/siRNA,PubMed abstract sentence 2,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Enhancing RNA Delivery: Practical insights into NeoLNP(TM) transfection reagent.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Enhancing RNA Delivery: Practical insights into NeoLNP(TM) transfection reagent.
3763,9119,40407475,10.3390/mps8030048,assay,ASO/siRNA,PubMed abstract sentence 10,assay;screen;preclinical;phase,"assay candidate; matched derived terms: assay, screen, preclinical, phase; source title: Empagliflozin Repurposing for Lafora Disease: A Pilot Clinical Trial and Preclinical Investigation of Novel Therapeutic Targets.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Empagliflozin Repurposing for Lafora Disease: A Pilot Clinical Trial and Preclinical Investigation of Novel Therapeutic Targets.
3767,9127,40402247,10.1073/pnas.2426601122,delivery,ASO/siRNA,PubMed abstract sentence 1,nanoparticle;lnp;uptake,"delivery candidate; matched derived terms: nanoparticle, lnp, uptake; source title: Multiparametric functional characterization of individual lipid nanoparticles using surface-sensitive light-scattering microscopy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Multiparametric functional characterization of individual lipid nanoparticles using surface-sensitive light-scattering microscopy.
3770,9134,40399008,10.1016/j.carbpol.2025.123581,delivery,siRNA,PubMed abstract sentence 4,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Chitosan nanovectors for siRNA delivery: New horizons for nonviral gene therapy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Chitosan nanovectors for siRNA delivery: New horizons for nonviral gene therapy.
3772,9138,40396945,10.1021/acsbiomaterials.4c02373,delivery,ASO/siRNA,PubMed abstract sentence 2,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Optimizing Microfluidic Channel Design with Tilted Rectangular Baffles for Enhanced mRNA-Lipid Nanoparticle Preparation.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Optimizing Microfluidic Channel Design with Tilted Rectangular Baffles for Enhanced mRNA-Lipid Nanoparticle Preparation.
3773,9143,40393530,10.1016/j.jconrel.2025.113856,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Single particle charge detection mass spectrometry enables molecular characterization of lipid nanoparticles and mRNA packaging.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Single particle charge detection mass spectrometry enables molecular characterization of lipid nanoparticles and mRNA packaging.
3775,9149,40381523,10.1016/j.biomaterials.2025.123411,delivery,siRNA,PubMed abstract sentence 2,delivery;conjugated,"delivery candidate; matched derived terms: delivery, conjugated; source title: Local delivery of siRNA using lipid-based nanocarriers with ROS-scavenging ability for accelerated chronic wound healing in diabetes.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Local delivery of siRNA using lipid-based nanocarriers with ROS-scavenging ability for accelerated chronic wound healing in diabetes.
3779,9157,40379798,10.1038/s41551-025-01376-x,chemistry,siRNA,PubMed abstract sentence 4,chemical;modification,"chemistry candidate; matched derived terms: chemical, modification; source title: siRNA conjugate with high albumin affinity and degradation resistance for delivery and treatment of arthritis in mice and guinea pigs.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,siRNA conjugate with high albumin affinity and degradation resistance for delivery and treatment of arthritis in mice and guinea pigs.
3782,9162,40375057,10.1002/cpt.3690,assay,siRNA,PubMed abstract sentence 3,preclinical;model,"assay candidate; matched derived terms: preclinical, model; source title: Population Pharmacokinetics of siRNA JNJ-73763989 in Healthy Participants and Patients With Chronic Hepatitis B.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Population Pharmacokinetics of siRNA JNJ-73763989 in Healthy Participants and Patients With Chronic Hepatitis B.
3783,9167,40366254,10.1002/mabi.202500165,delivery,ASO/siRNA,PubMed abstract sentence 1,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Histidine Decapeptide-Incorporating Lipid Nanoparticles with Low Ionizable Lipids Proportion for Efficient Small Interfering RNA Delivery.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Histidine Decapeptide-Incorporating Lipid Nanoparticles with Low Ionizable Lipids Proportion for Efficient Small Interfering RNA Delivery.
3785,9171,40364633,10.1002/adhm.202500107,delivery,siRNA,PubMed abstract sentence 5,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Engineered Chitosan-Derived Nanocarrier for Efficient siRNA Delivery to Peripheral and Central Neurons.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Engineered Chitosan-Derived Nanocarrier for Efficient siRNA Delivery to Peripheral and Central Neurons.
3787,9175,40363763,10.3390/molecules30091956,chemistry,ASO,PubMed abstract sentence 3,chemical;modification,"chemistry candidate; matched derived terms: chemical, modification; source title: Conditional Control of CRISPR/Cas9 Function by Chemically Modified Oligonucleotides.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Conditional Control of CRISPR/Cas9 Function by Chemically Modified Oligonucleotides.
3788,9178,40359485,10.1021/acsbiomaterials.4c01925,delivery,siRNA,PubMed abstract sentence 9,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: SiRNA-Targeting TGF-β1 Based on Nanoparticle-Coated Ureteral Stents to Inhibit Ureteral Stricture.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,SiRNA-Targeting TGF-β1 Based on Nanoparticle-Coated Ureteral Stents to Inhibit Ureteral Stricture.
3797,9197,40338223,10.1021/acsnano.5c01641,delivery,siRNA,PubMed abstract sentence 3,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Targeting Ischemic Myocardium: Nanoparticles Loaded with Long Noncoding RNA AK156373 siRNA Alleviate Myocardial Infarction.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Targeting Ischemic Myocardium: Nanoparticles Loaded with Long Noncoding RNA AK156373 siRNA Alleviate Myocardial Infarction.
3798,9200,40328700,10.13345/j.cjb.240600,delivery,siRNA,PubMed abstract sentence 3,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: [Fabrication of chitosan/hyaluronic acid complex nanoparticles for effective siRNA delivery].",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,[Fabrication of chitosan/hyaluronic acid complex nanoparticles for effective siRNA delivery].
3799,9201,40328700,10.13345/j.cjb.240600,toxicity,siRNA,PubMed abstract sentence 9,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: [Fabrication of chitosan/hyaluronic acid complex nanoparticles for effective siRNA delivery].",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,[Fabrication of chitosan/hyaluronic acid complex nanoparticles for effective siRNA delivery].
3800,9204,40325908,10.1021/acsami.5c06464,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Transition Temperature-Guided Design of Lipid Nanoparticles for Effective mRNA Delivery.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Transition Temperature-Guided Design of Lipid Nanoparticles for Effective mRNA Delivery.
3802,9208,40314193,10.1080/13880209.2025.2498169,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Delivery of small interfering RNA through lyophilized natural lipid nanoparticles: effects of natural lipid selection.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Delivery of small interfering RNA through lyophilized natural lipid nanoparticles: effects of natural lipid selection.
3803,9209,40314193,10.1080/13880209.2025.2498169,toxicity,ASO/siRNA,PubMed abstract sentence 10,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Delivery of small interfering RNA through lyophilized natural lipid nanoparticles: effects of natural lipid selection.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Delivery of small interfering RNA through lyophilized natural lipid nanoparticles: effects of natural lipid selection.
3806,9220,40306576,10.1016/j.jconrel.2025.113790,delivery,siRNA,PubMed abstract sentence 1,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Formulation of siRNA nanoparticles, transfection and enhanced adhesion -penetration in nasal mucosal tissue.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Formulation of siRNA nanoparticles, transfection and enhanced adhesion -penetration in nasal mucosal tissue."
3809,9227,40293309,10.1021/jacs.5c03033,delivery,ASO/siRNA,PubMed abstract sentence 1,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Topologically Engineered Supramolecular Cyclolipid Nanoparticles: A Custom-Tailored Delivery System for Inhaled Combination Therapy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Topologically Engineered Supramolecular Cyclolipid Nanoparticles: A Custom-Tailored Delivery System for Inhaled Combination Therapy.
3811,9233,40267508,10.1021/acsabm.4c01716,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Machine-Learning Framework to Predict the Performance of Lipid Nanoparticles for Nucleic Acid Delivery.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Machine-Learning Framework to Predict the Performance of Lipid Nanoparticles for Nucleic Acid Delivery.
3812,9234,40267508,10.1021/acsabm.4c01716,toxicity,ASO/siRNA,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Machine-Learning Framework to Predict the Performance of Lipid Nanoparticles for Nucleic Acid Delivery.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Machine-Learning Framework to Predict the Performance of Lipid Nanoparticles for Nucleic Acid Delivery.
3813,9243,40253509,10.1038/s43856-025-00847-1,assay,siRNA,PubMed abstract sentence 10,screen;model,"assay candidate; matched derived terms: screen, model; source title: Drug and siRNA screens identify ROCK2 as a therapeutic target for ciliopathies.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Drug and siRNA screens identify ROCK2 as a therapeutic target for ciliopathies.
3816,9250,40237047,10.2174/0113892010363276250405191808,toxicity,siRNA,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: siRNA Therapeutics in Lymphoma: Gene Targets, Delivery Strategies, and Synergy with Chemotherapy.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,"siRNA Therapeutics in Lymphoma: Gene Targets, Delivery Strategies, and Synergy with Chemotherapy."
3817,9253,40235852,10.1016/j.omtn.2025.102522,delivery,ASO,PubMed abstract sentence 9,galnac;conjugated,"delivery candidate; matched derived terms: galnac, conjugated; source title: Design and screening of novel endosomal escape compounds that enhance functional delivery of oligonucleotides in vitro.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Design and screening of novel endosomal escape compounds that enhance functional delivery of oligonucleotides in vitro.
3820,9258,40215342,10.1158/2326-6066.CIR-24-0333,assay,ASO/siRNA,PubMed abstract sentence 4,phase;trial,"assay candidate; matched derived terms: phase, trial; source title: First-in-Human Clinical Trial of Vaccination with WDVAX, a Dendritic Cell-Activating Scaffold Incorporating Autologous Tumor Cell Lysate, in Patients with Metastatic Melanoma.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"First-in-Human Clinical Trial of Vaccination with WDVAX, a Dendritic Cell-Activating Scaffold Incorporating Autologous Tumor Cell Lysate, in Patients with Metastatic Melanoma."
3823,9265,40185334,10.1016/j.jconrel.2025.113681,delivery,siRNA,PubMed abstract sentence 5,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: TGFBI R124H mutant allele silencing in granular corneal dystrophy type 2 using topical siRNA delivery.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,TGFBI R124H mutant allele silencing in granular corneal dystrophy type 2 using topical siRNA delivery.
3827,9271,40176316,10.1021/acsnano.4c14625,delivery,ASO/siRNA,PubMed abstract sentence 4,delivery;conjugated;lnp,"delivery candidate; matched derived terms: delivery, conjugated, lnp; source title: Peptide-Modified Lipid Nanoparticles Boost the Antitumor Efficacy of RNA Therapeutics.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Peptide-Modified Lipid Nanoparticles Boost the Antitumor Efficacy of RNA Therapeutics.
3828,9274,40175880,10.1007/978-1-0716-4394-5_18,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: A Robust Post-Insertion Method for the Preparation of Targeted Lipid Nanoparticles.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,A Robust Post-Insertion Method for the Preparation of Targeted Lipid Nanoparticles.
3830,9280,40162630,10.1002/advs.202416747,delivery,ASO,PubMed abstract sentence 11,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Nanoparticle Delivery of Antisense miR162 Inhibits Invasive Habitat Adaption of Alternanthera Philoxeroides.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Nanoparticle Delivery of Antisense miR162 Inhibits Invasive Habitat Adaption of Alternanthera Philoxeroides.
3834,9290,40143003,10.3390/pharmaceutics17030339,delivery,siRNA,PubMed abstract sentence 1,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Analysis of Polymer/siRNA Nanoparticle Efficacy and Biocompatibility in 3D Air-Liquid Interface Culture Compared to 2D Cell Culture.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Analysis of Polymer/siRNA Nanoparticle Efficacy and Biocompatibility in 3D Air-Liquid Interface Culture Compared to 2D Cell Culture.
3835,9293,40135901,10.1021/acs.molpharmaceut.4c01437,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Molecular Insight into Lipid Nanoparticle Assembly from NMR Spectroscopy and Molecular Dynamics Simulation.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Molecular Insight into Lipid Nanoparticle Assembly from NMR Spectroscopy and Molecular Dynamics Simulation.
3836,9296,40134240,10.1021/acs.bioconjchem.5c00096,delivery,siRNA,PubMed abstract sentence 1,delivery;uptake,"delivery candidate; matched derived terms: delivery, uptake; source title: Evolution of Lipo-Xenopeptide Carriers for siRNA Delivery: Interplay of Stabilizing Subunits.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Evolution of Lipo-Xenopeptide Carriers for siRNA Delivery: Interplay of Stabilizing Subunits.
3838,9300,40131145,10.1021/acs.molpharmaceut.4c00871,assay,ASO/siRNA,PubMed abstract sentence 6,preclinical;model,"assay candidate; matched derived terms: preclinical, model; source title: Non-Viral RNA Therapies for Non-Small Cell Lung Cancer and Their Corresponding Clinical Trials.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Non-Viral RNA Therapies for Non-Small Cell Lung Cancer and Their Corresponding Clinical Trials.
3839,9303,40126051,10.1080/17425247.2025.2484287,delivery,siRNA,PubMed abstract sentence 7,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Recent advances in optimizing siRNA delivery to hepatocellular carcinoma cells.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Recent advances in optimizing siRNA delivery to hepatocellular carcinoma cells.
3846,9330,40056044,10.1002/advs.202500844,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Optimization of Lipid Nanoparticles with Robust Efficiency for the Delivery of Protein Therapeutics to Augment Cancer Immunotherapy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Optimization of Lipid Nanoparticles with Robust Efficiency for the Delivery of Protein Therapeutics to Augment Cancer Immunotherapy.
3847,9331,40056044,10.1002/advs.202500844,toxicity,ASO/siRNA,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Optimization of Lipid Nanoparticles with Robust Efficiency for the Delivery of Protein Therapeutics to Augment Cancer Immunotherapy.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Optimization of Lipid Nanoparticles with Robust Efficiency for the Delivery of Protein Therapeutics to Augment Cancer Immunotherapy.
3849,9335,40046817,10.2147/IJN.S497428,toxicity,siRNA,PubMed abstract sentence 11,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Injured Cardiac Tissue-Targeted Delivery of TGFβ1 siRNA by FAP Aptamer-Functionalized Extracellular Vesicles Promotes Cardiac Repair.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Injured Cardiac Tissue-Targeted Delivery of TGFβ1 siRNA by FAP Aptamer-Functionalized Extracellular Vesicles Promotes Cardiac Repair.
3850,9338,40035593,10.1128/mbio.03983-24,delivery,ASO,PubMed abstract sentence 8,uptake;route,"delivery candidate; matched derived terms: uptake, route; source title: RNA toehold switch-based reporter assay to assess bacterial uptake of antisense oligomers.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,RNA toehold switch-based reporter assay to assess bacterial uptake of antisense oligomers.
3851,9339,40035593,10.1128/mbio.03983-24,assay,ASO,PubMed abstract sentence 6,assay;screen,"assay candidate; matched derived terms: assay, screen; source title: RNA toehold switch-based reporter assay to assess bacterial uptake of antisense oligomers.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,RNA toehold switch-based reporter assay to assess bacterial uptake of antisense oligomers.
3853,9343,40035513,10.1002/adma.202418053,toxicity,siRNA,PubMed abstract sentence 4,toxicity;toxic;safety,"toxicity candidate; matched derived terms: toxicity, toxic, safety; source title: Engineered Bacterial Outer Membrane Vesicles-Based Doxorubicin and CD47-siRNA Co-Delivery Nanoplatform Overcomes Immune Resistance to Potentiate the Immunotherapy of Glioblastoma.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Engineered Bacterial Outer Membrane Vesicles-Based Doxorubicin and CD47-siRNA Co-Delivery Nanoplatform Overcomes Immune Resistance to Potentiate the Immunotherapy of Glioblastoma.
3854,9346,40028836,10.1111/all.16515,assay,siRNA,PubMed abstract sentence 3,phase;trial,"assay candidate; matched derived terms: phase, trial; source title: Phase 2-3 Trial: Prevention of the Progression to Moderate and Severe COVID-19 in SARS-CoV-2-Infected Non-Hospitalized Adults With Inhaled siRNA-Based MIR 19.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Phase 2-3 Trial: Prevention of the Progression to Moderate and Severe COVID-19 in SARS-CoV-2-Infected Non-Hospitalized Adults With Inhaled siRNA-Based MIR 19.
3860,9360,40010411,10.1016/j.jconrel.2025.02.067,delivery,siRNA,PubMed abstract sentence 7,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Surfactant protein B-derived peptides as endosomal escape enhancers for pulmonary delivery of siRNA.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Surfactant protein B-derived peptides as endosomal escape enhancers for pulmonary delivery of siRNA.
3862,9366,39990947,10.1021/acsbiomedchemau.4c00061,delivery,ASO/siRNA,PubMed abstract sentence 6,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Development of Small Interfering RNA Loaded Cationic Lipid Nanoparticles for the Treatment of Liver Cancer with Elevated α-Fetoprotein Expression.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Development of Small Interfering RNA Loaded Cationic Lipid Nanoparticles for the Treatment of Liver Cancer with Elevated α-Fetoprotein Expression.
3863,9367,39990947,10.1021/acsbiomedchemau.4c00061,toxicity,ASO/siRNA,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Development of Small Interfering RNA Loaded Cationic Lipid Nanoparticles for the Treatment of Liver Cancer with Elevated α-Fetoprotein Expression.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Development of Small Interfering RNA Loaded Cationic Lipid Nanoparticles for the Treatment of Liver Cancer with Elevated α-Fetoprotein Expression.
3864,9370,39987112,10.1186/s12951-025-03172-w,delivery,siRNA,PubMed abstract sentence 3,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Engineered neutrophil membrane-camouflaged nanocomplexes for targeted siRNA delivery against myocardial ischemia reperfusion injury.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Engineered neutrophil membrane-camouflaged nanocomplexes for targeted siRNA delivery against myocardial ischemia reperfusion injury.
3866,9374,39980062,10.1111/cts.70169,toxicity,ASO,PubMed abstract sentence 10,risk;proarrhythmic,"toxicity candidate; matched derived terms: risk, proarrhythmic; source title: Low Proarrhythmic Risk of Imetelstat, a Novel Oligonucleotide Telomerase Inhibitor: A Translational Analysis.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,"Low Proarrhythmic Risk of Imetelstat, a Novel Oligonucleotide Telomerase Inhibitor: A Translational Analysis."
3870,9388,39967318,10.1002/psc.70007,delivery,siRNA,PubMed abstract sentence 7,delivery;uptake,"delivery candidate; matched derived terms: delivery, uptake; source title: Cancer-Targeting Peptides Functionalized With Polyarginine Enables GRP78-Dependent Cell Uptake and siRNA Delivery Within the DU145 Prostate Cancer Cells.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Cancer-Targeting Peptides Functionalized With Polyarginine Enables GRP78-Dependent Cell Uptake and siRNA Delivery Within the DU145 Prostate Cancer Cells.
3874,9396,39946970,10.1016/j.jcis.2025.02.034,delivery,ASO/siRNA,PubMed abstract sentence 1,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Scalable production of uniform gene-loaded lipid nanoparticles via a fluidity-controlled membrane extrusion.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Scalable production of uniform gene-loaded lipid nanoparticles via a fluidity-controlled membrane extrusion.
3875,9399,39934917,10.1186/s13287-025-04151-6,delivery,siRNA,PubMed abstract sentence 11,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Development and evaluation of siRNA-mediated gene silencing strategies for ADO2 therapy utilizing iPSCs model and DMPC-SPIONs delivery system.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Development and evaluation of siRNA-mediated gene silencing strategies for ADO2 therapy utilizing iPSCs model and DMPC-SPIONs delivery system.
3877,9401,39934917,10.1186/s13287-025-04151-6,toxicity,siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Development and evaluation of siRNA-mediated gene silencing strategies for ADO2 therapy utilizing iPSCs model and DMPC-SPIONs delivery system.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Development and evaluation of siRNA-mediated gene silencing strategies for ADO2 therapy utilizing iPSCs model and DMPC-SPIONs delivery system.
